,Unnamed: 0,artist,song,lyrics,complexity,swear_words_ratio
384,384,nile,what should not be unearthed,Far better to remain forgotten Far better to be thought of never again Far better for it to lie undisturbed It should not have been unearthed It should not have been ever made known It should not have been allowed to ever again see the light of day The unendurable truths of who we actually are The excruciating and unbearable secrets of the origins of the human race Should never have been exhumed from their ancient entombment To saw madness and self annihilation Amongst the weak willed and deluded masses of this world We should have remained hopelessly lost in blind self delusion We should have prayed to never learn of the mind reading truth of the lineage of mankind Far better to live in blissful ignorance Far better to be unaware Of the Grotesque creatures which spawned our race Of our unwritten sickening genealogy Of the wretched mockery of creation That evolved into man The unguessed horror had long been mercifully hidden in the mists of time The blasphemy against nature that is mankind Was yet undreamed of when forgotten shapes Slithered forth from the Primordial Slime Building strange cities amongst whose last crumbling ruins The first Apes were to wander At the end of truth lies madness ,0.0,0.07344632768361582
385,385,nile,the inevitable degradation of flesh instrumental,,6.4,0.015151515151515152
386,386,nile,the chaining of the iniquitous,The Slayers of Geb Reckon up the Immoral After the Weighing of the Words in Amentet Tem saith unto the reapers Keep Ward over the Wicked And Bind ye Fast Those who Are to be Smitten The Neniu Profane Apostates The Depraved who when on Earth Cursed Ra Shameless were their lies in Words and Deeds The Inquitous Cannot Escape Condemnation according to the will of Ra Ra hath Issued Decree for their Doom Which Shall be wrought upon Them in the Great Hall Drive Stakes to Fetter them Weigh them down with Heavy Chains Bind their Arms behind their Backs Bow Them down and Make them Prostrate Reduce them to Helplessness In your Hands take Knives and Hack them Make Gashes in them Slit open their Heads Hack Into Pieces their Chained and Helpless Bodies Great Suffering shall you cause upon The Immortal The Chaining of the Iniquitous ,5.3,0.0
387,387,nile,natural liberation of fear through the ritual deception of death,I Bow down to the Glorious Transcent One Vajra Kumara Whose Face Frowns with Wrath In Order that My Living Being Be Released from the Extreme Suffering And all The Unremitting And Bitter Sorrows of Death Lifespan Threatened By Imbalanced Elemental Forces And Malevolent Spirits Flame of Life nearly Extinguished The Signs of Impending Death Have Manifested Red Wheel of the Fire Element Inscribed with the Five Rams Yellow Wheel of the Earth Inscribed With the Five Lams The White Wheel of Water Inscribed with the Five Khams The Azure Wheel of Space With the Five E Syllables I Bow down to the Mahakarunika Who is a Sanctuary of Great Bliss I Enter the Triangular Dark Pit And utter the Syllables of Elemental Fire Black demon Black Demon Black Demon The Cornea of my Eyes has begun to Fade The Hair on the back of my neck has grown upwards My eyes stare Fixedly My Limbs are subject to Spasms Three Times I Place a Dog Tail Beneath me Place his Excrement before me Eat a Mouthful and Bark like a Dog The Severing of the Bond Between Atmosphere and Earth is Nearly Complete The Fall of the White Rider has Occurred The Rupturing of the Great Tree has come to Pass My Urine is Blackish and Putrid My Excrement has no Vapour The Seed Symbols have appeared on the Skull of a Horse The One Legged Yavati has Arisen as an Enemy of the Wish Granting Tree I make the Ritual of Averting Death A Means of Liberating Sentient Beings From their Sufferings May I be counted Worthy of Past Actions ,4.4,0.03286384976525822
388,388,nile,to walk forth from flames unscathed,Khenti Amenti Dead God of the Dead Who was old aeons before the lordship of the Dead Was usurped by Osiris Long before the priests of Asar Forbade the cannibalism of the Dead Those who could not afford to be buried Were to be eaten or burnt Or devoured by crocodiles Or fed to the hyenas and Jackals The seven who work slaughter In the Lake of Fire who feed upon the Dead Who hack necks to pieces Who seize hearts and tear them from breasts I beseech thee Feast not upon my heart Devour not the insides of my skull Gorge not upon my entrails Gnaw not upon my limbs Tear not with your teeth the flesh from my bones I pray to the Four Apes Who sit at the corners of the Lake of Fire Whose mouths vomit forth flames To propitiate the Gods As it was for he who walked forth from the Inferno And wast not burned Let me emerge unscrathed from self immolation Let me be neither seared nor incinerated Let me come forth unmolested Let me not be repeatedly consumed in Pits of Fire Let me walk forth from fire Let me walk forth from flame unscathed ,6.4,0.008695652173913044
389,389,nile,call to destruction,"Call to destruction Call to destruction of the symbols of paganism Grand monuments of idolatry We must tear down these blasphemous edifices of heathenism We must annihilate all that is pre islamic We must complete what the Sahabi Amr Bin Al As could not We must tear down these relics of infidelity Great and mighty works of blasphemy Mountains of ancient heresy Sacriligese, encased in stone From thousands of years before the prophet The pyramids must be torn down, demolished, erased The ancient symbols of human civilization must be pummeled to the ground Call to destruction We must become as the prophet himself Who demolished the kaba temple to erect a mosque And Al As who laid waste to the library of Alexandria Burning a vast accumulation of ancient knowledge Existing long before the quran Before the quran Before the quran The preservation of human heritage And the enduring achievements of mankind Are secondary to the will of Allah We must eradicate all that is not in accordance with the writings of the messenger Whe shall abrogate these architectures of profane ideology Engage the destruction machines We shall unwrite all human histories of heathen origin We must become as like as unto the prophet himself Who beheaded hundreds of apostate qurayza We must cut off the head of the sphinx Timeless guardian of the ancient pharaohs whose mere existence is a blasphemy unto allah. The pagan idols and statues which fill our lands must be removed, struck down, dismantled demolished, obliterated Their priceless remains desecrated and violated of their ancient profanation must be wiped from the face of the earth Call to destruction Call to destruction Call to destruction All pyramids must be torn down The preservation of human civilization and the enduring achievements of mankind Are secondary to the will of Allah ",7.8,0.025
390,390,nile,supreme humanism of megalomania,I asset my claim of umcompromising empowerment I am like as unto Atum lord of all whose spontaneous self generation Led to the appearance of the earliest gods and thus the material universe there is none higher I appear in glory as that god who eats men and lives on the gods as sun god I am reborn From the womb od the sky goddess nut Her aching body is the sky Her nakedness the skin on which the stars rest I am AtumKhepri who came into being of himself I am he who opened a door in the sky Who rules from his throne and adjudgeth those who are born I am the horned bull who rules the sky Lord of celestial appearings The great illuminator who came forth from fire to hardness the years I am the jackal of jackals I am Shu who breathes air into the limits of sky and earth I draw unto myself all the forces on the universe I become not merely a god but the universe itself I am alone in making the transformation from man into god I am released from this world of servile obligation to false temporal power who claim to be divine ,10.5,0.013422818791946308
391,391,nile,ushabti reanimator,,10.8,0.038461538461538464
392,392,nile,age of famine,"There is no place in the upper kingdom not blighted with plague and famine The bones of corpses stripped of flesh litter our towns The desert reclaims the land Corrupt winds of pestilence and contagion Sicken the air with piteous lamentations of despair No living creature great or small is safe from the starving and the desperate Decades of drought Seven years without rain or annual flood The black earth is in ruins, cursing the unfed masses Reserves of grain exhausted Cities choked with sand Roving hordes of the starving and emaciated Scour the streets for what scraps they can scavenge Even insects and vermin fear to tread our cities Starving humans migrate like swarms of locusts Eating carrion corpses dogs, human excrement, animal dung The poor are forced to commit unheard of atrocities Noble women beg to become slaves and whores Children are dashed against walls Infants are roasted on high ground Those entombed are unearthed Violating the royal dead What the pyramid concealed is defiled Lawlessness unchecked, chaos unopposed The land is deprived of kingship No refuge for the old the young The weak the malnourished The diseased sick who are left along to die As the just and unjust alike descend into wickedness And ravenously turn on each other The age of famine is upon us ",0.0,0.016666666666666666
393,393,nile,the fiends who come to steal the magick of the deceased,The great one has fallen on his side Swarmed by the eight crocodiles I know them by their name and lives I save my father from them Crocodiles of the west Who lives on the unwearying stars Detestation of you is in me The nau snake is in my belly Your flame will not be upon me Crocodiles of the east Who live on mutilation Detestation of you is in me The nau snake is in my bowels Your flame will not be upon me Crocodiles of the south Living on feces Smoke and want Detestation of you is in me My blood is not in your hand I will erase you Crocodiles of the north Living on the waste between the stars Detestation of you is in me Your poison is in my head A scorpion writhes within me I am glad with the magick of Re What exists is within my grasp I am heard in the house of the Great One Who destroys the living I am Re Who protects himself Nothing can harm me ,8.8,0.017191977077363897
